item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0,protein_check,carb_check,fat_check,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,fat_indicator,carbs_indicator,protein_indicator,indicator_sum
Dry Roasted Sunflower Kernels,0 g,0 mg,160,0 mg,3 g,1 mg,5 g,1.5 g,190 mg,1 g,7 g,13 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-dry-roasted-sunflower-kernels/XTOKmwoUSwmZ8R25k0ZlEg,230 mg,,,,,0.0,g,0.0,mg,0.0,mg,3.0,g,1.0,mg,5.0,g,1.5,g,190.0,mg,1.0,g,7.0,g,13.0,g,0.0,mg,0.0,mg,230.0,mg,0.0,g,,,,,,,,,,0,0,0,28.0,20.0,117.0,165.0,0.7090909090909091,0.1696969696969697,0.12121212121212122,0,0,1,1
Crispy Rice & Wheat Flakes With Real Almonds & Vanilla Flavor,0 g,0 mg,110,0 mg,3 g,8 mg,2 g,0 g,150 mg,9 g,25 g,1.5 g,0 g,1750 mg,21 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-crispy-rice-wheat-flakes-with-real-almonds-vanilla-flavor/g0N6uChOQJas60Ew-u8scA,90 mg,,,,,0.0,g,0.0,mg,0.0,mg,3.0,g,8.0,mg,2.0,g,0.0,g,150.0,mg,9.0,g,25.0,g,1.5,g,1750.0,mg,21.0,mg,90.0,mg,0.0,g,,,,,,,,,,0,0,0,100.0,8.0,13.5,121.5,0.1111111111111111,0.823045267489712,0.06584362139917696,0,0,0,0
Dipped Chewy Granola Bars,0 g,20 mg,140,0 mg,1 g,1 mg,2 g,3.5 g,50 mg,12 g,19 g,6 g,0 g,0 mg,0 mg,Food Lion,Granola Bars,https://www.calorieking.com/us/en/foods/f/calories-in-granola-bars-dipped-chewy-granola-bars/5_QbwS_qQm2h7MhIHpBSmw,,,,,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,2.0,g,3.5,g,50.0,mg,12.0,g,19.0,g,6.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,76.0,8.0,54.0,138.0,0.391304347826087,0.5507246376811594,0.057971014492753624,0,1,0,1
Sunflower Kernels,0 g,20 mg,160,0 mg,3 g,1 mg,5 g,1.5 g,190 mg,1 g,7 g,14 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-sunflower-kernels/n1SUH5tmR9Kqw_wjHk-_Hg,240 mg,,,,,0.0,g,20.0,mg,0.0,mg,3.0,g,1.0,mg,5.0,g,1.5,g,190.0,mg,1.0,g,7.0,g,14.0,g,0.0,mg,0.0,mg,240.0,mg,0.0,g,,,,,,,,,,0,0,0,28.0,20.0,126.0,174.0,0.7241379310344828,0.16091954022988506,0.11494252873563218,0,0,1,1
"Ice Cream, Fudge Swirl",0 g,60 mg,130,25 mg,,0 mg,2 g,3.5 g,55 mg,14 g,18 g,6 g,0 g,200 mg,0 mg,Food Lion,Ice Cream,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-ice-cream-fudge-swirl/dSAga_TMQi6qCyAsvYyyCA,,,,,,0.0,g,60.0,mg,25.0,mg,,,0.0,mg,2.0,g,3.5,g,55.0,mg,14.0,g,18.0,g,6.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,72.0,8.0,54.0,134.0,0.40298507462686567,0.5373134328358209,0.05970149253731343,0,1,0,1
"Condensed Cream Of Chicken Soup, Classic",0 g,20 mg,90,10 mg,0 g,1 mg,3 g,1.5 g,780 mg,1 g,7 g,6 g,0 g,300 mg,0 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-condensed-cream-of-chicken-soup-classic/Zvi9J8XtRHiuTwRmnyj_pg,35 mg,,,,,0.0,g,20.0,mg,10.0,mg,0.0,g,1.0,mg,3.0,g,1.5,g,780.0,mg,1.0,g,7.0,g,6.0,g,300.0,mg,0.0,mg,35.0,mg,0.0,g,,,,,,,,,,0,0,0,28.0,12.0,54.0,94.0,0.574468085106383,0.2978723404255319,0.1276595744680851,0,0,1,1
"Breaded Chicken Sandwich, frozen",0 g,40 mg,410,35 mg,2 g,3 mg,18 g,2.5 g,800 mg,7 g,54 g,13 g,0 g,100 mg,6 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-breaded-chicken-sandwich-frozen/ODGp3Rr5QweKdfXxiW4eRw,,,,,,0.0,g,40.0,mg,35.0,mg,2.0,g,3.0,mg,18.0,g,2.5,g,800.0,mg,7.0,g,54.0,g,13.0,g,100.0,mg,6.0,mg,,,0.0,g,,,,,,,,,,0,0,0,216.0,72.0,117.0,405.0,0.28888888888888886,0.5333333333333333,0.17777777777777778,1,1,1,3
"Pineapple Chunks In Juice, Pineapple",0 g,40 mg,140,0 mg,2 g,0 mg,0 g,0 g,0 mg,28 g,34 g,0 g,0 g,0 mg,12 mg,Food Lion,Canned or Bottled Fruits,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-pineapple-chunks-in-juice-pineapple/UQcyrglSRQqOXxv018THwA,,,,,,0.0,g,40.0,mg,0.0,mg,2.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,28.0,g,34.0,g,0.0,g,0.0,mg,12.0,mg,,,0.0,g,,,,,,,,,,0,0,0,136.0,0.0,0.0,136.0,0.0,1.0,0.0,0,0,0,0
Hazelnut Spread,0 g,20 mg,105,,,1 mg,1 g,1.5 g,,9 g,9.5 g,7 g,,,,Food Lion,Nut Spreads,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-hazelnut-spread/HKyRN1wSSP2lDxH25YfFMQ,,,,,,0.0,g,20.0,mg,,,,,1.0,mg,1.0,g,1.5,g,,,9.0,g,9.5,g,7.0,g,,,,,,,,,,,,,,,,,,0,0,0,38.0,4.0,63.0,105.0,0.6,0.3619047619047619,0.0380952380952381,0,0,0,0
Sweetened Multi-Grain Cereal,0 g,0 mg,100,0 mg,1 g,5 mg,1 g,0 g,140 mg,11 g,23 g,,0 g,1000 mg,0 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-sweetened-multi-grain-cereal/LrveX5EwQueQSo3IonZ9xg,35 mg,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,5.0,mg,1.0,g,0.0,g,140.0,mg,11.0,g,23.0,g,,,1000.0,mg,0.0,mg,35.0,mg,0.0,g,,,,,,,,,,0,0,1,92.0,4.0,,,,,,0,0,0,0
Fudge Covered Peanut Butter Filled Cookies,0 g,10 mg,70,0 mg,0.5 g,1 mg,1 g,1.8 g,43 mg,4 g,7.5 g,4 g,,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-covered-peanut-butter-filled-cookies/Mh6-nnBrRXq2Qs8Iu9gLKA,20 mg,,,,,0.0,g,10.0,mg,0.0,mg,0.5,g,1.0,mg,1.0,g,1.8,g,43.0,mg,4.0,g,7.5,g,4.0,g,0.0,mg,0.0,mg,20.0,mg,,,,,,,,,,,,0,0,0,30.0,4.0,36.0,70.0,0.5142857142857142,0.42857142857142855,0.05714285714285714,0,0,0,0
Classic Condensed Tomato Soup,0 g,0 mg,90,0 mg,2 g,1 mg,2 g,0 g,480 mg,16 g,20 g,0 g,0 g,300 mg,54 mg,Food Lion,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-classic-condensed-tomato-soup/MPgU9hKiSQehnxqIFYToZA,610 mg,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,2.0,g,0.0,g,480.0,mg,16.0,g,20.0,g,0.0,g,300.0,mg,54.0,mg,610.0,mg,0.0,g,,,,,,,,,,0,0,0,80.0,8.0,0.0,88.0,0.0,0.9090909090909091,0.09090909090909091,0,0,0,0
"Mixed Fruit in Naturally Flavored Light Syrup, Plastic Bowls",0 g,0 mg,80,0 mg,,0 mg,1 g,0 g,10 mg,16 g,18 g,0 g,0 g,200 mg,60 mg,Food Lion,Fresh Fruits,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-mixed-fruit-in-naturally-flavored-light-syrup-plastic-bowls/qmvK721dSECQ5EM_xYshKw,,,,,,0.0,g,0.0,mg,0.0,mg,,,0.0,mg,1.0,g,0.0,g,10.0,mg,16.0,g,18.0,g,0.0,g,200.0,mg,60.0,mg,,,0.0,g,,,,,,,,,,0,0,0,72.0,4.0,0.0,76.0,0.0,0.9473684210526315,0.05263157894736842,0,0,0,0
Sliders Mini Cheeseburgers,0 g,30 mg,165,20 mg,1 g,1 mg,6.5 g,2.5 g,355 mg,4 g,17 g,7 g,0 g,0 mg,0 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-sliders-mini-cheeseburgers/fQ3XIcrZS0GfLKX-ZLrrtA,,,,,,0.0,g,30.0,mg,20.0,mg,1.0,g,1.0,mg,6.5,g,2.5,g,355.0,mg,4.0,g,17.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,68.0,26.0,63.0,157.0,0.4012738853503185,0.43312101910828027,0.16560509554140126,0,0,1,1
"Deluxe Macaroni & Cheese Dinner, Sharp Cheddar",0 g,100 mg,330,15 mg,2 g,2 mg,12 g,4 g,790 mg,5 g,48 g,9 g,0 g,100 mg,0 mg,Food Lion,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-deluxe-macaroni-cheese-dinner-sharp-cheddar/7eyUxzbWS92x6Qcy6SQGIQ,,,,,,0.0,g,100.0,mg,15.0,mg,2.0,g,2.0,mg,12.0,g,4.0,g,790.0,mg,5.0,g,48.0,g,9.0,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,192.0,48.0,81.0,321.0,0.2523364485981308,0.5981308411214953,0.14953271028037382,1,1,1,3
"Nonfat Yogurt, Vanilla, Light, No Sugar Added",0 g,200 mg,80,5 mg,,0 mg,6 g,0 g,100 mg,8 g,14 g,0 g,0 g,0 mg,0 mg,Food Lion,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-nonfat-yogurt-vanilla-light-no-sugar-added/lo6C9x57Tw2gM5qcP9642Q,290 mg,,,,,0.0,g,200.0,mg,5.0,mg,,,0.0,mg,6.0,g,0.0,g,100.0,mg,8.0,g,14.0,g,0.0,g,0.0,mg,0.0,mg,290.0,mg,0.0,g,,,,,,,,,,0,0,0,56.0,24.0,0.0,80.0,0.0,0.7,0.3,0,0,0,0
"Mashed Potatoes, Garlic",0 g,20 mg,150,10 mg,2 g,1 mg,3 g,2.5 g,430 mg,1 g,21 g,6 g,0 g,300 mg,6 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-mashed-potatoes-garlic/zYQOv9YqS8ODk3sNl6lZMw,,,,,,0.0,g,20.0,mg,10.0,mg,2.0,g,1.0,mg,3.0,g,2.5,g,430.0,mg,1.0,g,21.0,g,6.0,g,300.0,mg,6.0,mg,,,0.0,g,,,,,,,,,,0,0,0,84.0,12.0,54.0,150.0,0.36,0.56,0.08,0,1,0,1
1% Low Fat Chocolate Milk,0 g,300 mg,180,10 mg,1 g,1 mg,8 g,2 g,210 mg,29 g,31 g,3 g,0 g,500 mg,0 mg,Food Lion,Milk & Flavored Milk,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-1-low-fat-chocolate-milk/qJwn7haFR0i-cZk_Wxcv8A,,,,,,0.0,g,300.0,mg,10.0,mg,1.0,g,1.0,mg,8.0,g,2.0,g,210.0,mg,29.0,g,31.0,g,3.0,g,500.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,124.0,32.0,27.0,183.0,0.14754098360655737,0.6775956284153005,0.17486338797814208,0,0,1,1
"Instant Oatmeal, Raisins & Spice",0 g,100 mg,150,0 mg,3 g,4 mg,3 g,0 g,210 mg,14 g,33 g,1.5 g,0 g,1000 mg,0 mg,Food Lion,"Breakfast Cereals, To Be Cooked",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-instant-oatmeal-raisins-spice/rta20zjhRiif63pTAAt0vA,150 mg,,,,,0.0,g,100.0,mg,0.0,mg,3.0,g,4.0,mg,3.0,g,0.0,g,210.0,mg,14.0,g,33.0,g,1.5,g,1000.0,mg,0.0,mg,150.0,mg,0.0,g,,,,,,,,,,0,0,0,132.0,12.0,13.5,157.5,0.08571428571428572,0.8380952380952381,0.0761904761904762,0,0,0,0
"Mini Pretzels, Baked",0 g,0 mg,120,0 mg,1 g,1 mg,3 g,0 g,320 mg,1 g,25 g,1 g,0 g,0 mg,0 mg,Food Lion,Pretzels,https://www.calorieking.com/us/en/foods/f/calories-in-pretzels-mini-pretzels-baked/xE_w4uyxTwK2b0Ryr5dFiQ,35 mg,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,0.0,g,320.0,mg,1.0,g,25.0,g,1.0,g,0.0,mg,0.0,mg,35.0,mg,0.0,g,,,,,,,,,,0,0,0,100.0,12.0,9.0,121.0,0.0743801652892562,0.8264462809917356,0.09917355371900827,0,0,0,0
Quick Oats,0 g,0 mg,150,0 mg,4 g,2 mg,5 g,0.5 g,0 mg,0 g,28 g,2.5 g,0 g,0 mg,0 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-quick-oats/apvCyF2aTOiIpLOOKxEsyA,,,,,,0.0,g,0.0,mg,0.0,mg,4.0,g,2.0,mg,5.0,g,0.5,g,0.0,mg,0.0,g,28.0,g,2.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,112.0,20.0,22.5,154.5,0.14563106796116504,0.7249190938511327,0.12944983818770225,0,0,1,1
"French Toast Sticks, Cinnamon",0 g,80 mg,340,0 mg,2 g,2 mg,5 g,2.5 g,340 mg,17 g,47 g,14 g,0 g,0 mg,0 mg,Food Lion,Pancakes,https://www.calorieking.com/us/en/foods/f/calories-in-pancakes-french-toast-sticks-cinnamon/uQ_DbbbJT520p6bT73kwbA,,,,,,0.0,g,80.0,mg,0.0,mg,2.0,g,2.0,mg,5.0,g,2.5,g,340.0,mg,17.0,g,47.0,g,14.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,188.0,20.0,126.0,334.0,0.3772455089820359,0.562874251497006,0.059880239520958084,0,1,0,1
"Flavored Applesauce, Strawberry",0 g,0 mg,90,0 mg,,0 mg,0 g,0 g,25 mg,18 g,22 g,0 g,0 g,0 mg,60 mg,Food Lion,Fruit Snacks,https://www.calorieking.com/us/en/foods/f/calories-in-fruit-snacks-flavored-applesauce-strawberry/42ESNIM1SBWwwgs1b3zifA,,,,,,0.0,g,0.0,mg,0.0,mg,,,0.0,mg,0.0,g,0.0,g,25.0,mg,18.0,g,22.0,g,0.0,g,0.0,mg,60.0,mg,,,0.0,g,,,,,,,,,,0,0,0,88.0,0.0,0.0,88.0,0.0,1.0,0.0,0,0,0,0
"Almonds, Roasted & Salted",0 g,3 mg,6,0 mg,0.1 g,1 mg,0.2 g,0 0.1 g,4 mg,0 0.1 g,0.2 g,0.5 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-almonds-roasted-salted/7zlp93OWSkmNBXTaO1TnqQ,7 mg,,,,,0.0,g,3.0,mg,0.0,mg,0.1,g,1.0,mg,0.2,g,0.0,0.1,4.0,mg,0.0,0.1,0.2,g,0.5,g,0.0,mg,0.0,mg,7.0,mg,0.0,g,,,,,,,,,,0,0,0,0.8,0.8,4.5,6.1,0.7377049180327869,0.13114754098360656,0.13114754098360656,0,0,1,1
"Gelatin Dessert Cups, Sugar Free, Cherry / Black Cherry",0 g,0 mg,5,,,0 mg,1 g,0 g,15 mg,0 g,0 g,0 g,0 g,0 mg,0 mg,Food Lion,Desserts,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-gelatin-dessert-cups-sugar-free-cherry-black-cherry/GkQbgjFeROuKCYSNx8kiUA,,,,,,0.0,g,0.0,mg,,,,,0.0,mg,1.0,g,0.0,g,15.0,mg,0.0,g,0.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0,0,0,0
Unsalted Dry Roasted Peanuts,0 g,0 mg,4,0 mg,0 0.1 g,1 mg,0.2 g,0 0.1 g,0 mg,0 0.1 g,0.2 g,0.4 g,0 g,0 mg,0 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-unsalted-dry-roasted-peanuts/MH-A_cszQq6E-h9St1PwwA,5 mg,,,,,0.0,g,0.0,mg,0.0,mg,0.0,0.1,1.0,mg,0.2,g,0.0,0.1,0.0,mg,0.0,0.1,0.2,g,0.4,g,0.0,mg,0.0,mg,5.0,mg,0.0,g,,,,,,,,,,0,0,0,0.8,0.8,3.6,5.2,0.6923076923076923,0.15384615384615385,0.15384615384615385,0,0,1,1
"Trail Mix, Tropical",0 g,20 mg,120,0 mg,1 g,1 mg,2 g,2 g,35 mg,13 g,17 g,6 g,0 g,0 mg,2 mg,Food Lion,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-tropical/4-vyzxU7QMye22tJkVtlhQ,135 mg,,,,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,2.0,g,2.0,g,35.0,mg,13.0,g,17.0,g,6.0,g,0.0,mg,2.0,mg,135.0,mg,0.0,g,,,,,,,,,,0,0,0,68.0,8.0,54.0,130.0,0.4153846153846154,0.5230769230769231,0.06153846153846154,0,1,0,1
"Chewy Protein Bars, Peanut, Dark Chocolate & Almond",0 g,40 mg,180,0 mg,7 g,1 mg,10 g,3.5 g,180 mg,6 g,16 g,11 g,0 g,0 mg,0 mg,Food Lion,Sports Bars,https://www.calorieking.com/us/en/foods/f/calories-in-sports-bars-chewy-protein-bars-peanut-dark-chocolate-almond/pUxa-PUvQNqciyLCSzdIKQ,,,,,,0.0,g,40.0,mg,0.0,mg,7.0,g,1.0,mg,10.0,g,3.5,g,180.0,mg,6.0,g,16.0,g,11.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,64.0,40.0,99.0,203.0,0.4876847290640394,0.31527093596059114,0.19704433497536947,0,0,1,1
Yellow Popcorn,0 g,0 mg,43,0 mg,1.7 g,1 mg,1.3 g,0 g,0 mg,0 g,9.7 g,0.5 g,0 g,0 mg,0 mg,Food Lion,Popcorn,https://www.calorieking.com/us/en/foods/f/calories-in-popcorn-yellow-popcorn/vhNkDXdzSs-tEaj-IiKQzQ,,,,,,0.0,g,0.0,mg,0.0,mg,1.7,g,1.0,mg,1.3,g,0.0,g,0.0,mg,0.0,g,9.7,g,0.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,38.8,5.2,4.5,48.5,0.09278350515463918,0.7999999999999999,0.10721649484536083,0,0,1,1
Sweet & Salty Pretzel Bars,0 g,20 mg,170,0 mg,2 g,1 mg,4 g,3 g,135 mg,9 g,22 g,7 g,0 g,0 mg,0 mg,Food Lion,Chocolate,https://www.calorieking.com/us/en/foods/f/calories-in-chocolate-sweet-salty-pretzel-bars/KkHaOc-bSK-ZDK5R_d7PZg,115 mg,,,,,0.0,g,20.0,mg,0.0,mg,2.0,g,1.0,mg,4.0,g,3.0,g,135.0,mg,9.0,g,22.0,g,7.0,g,0.0,mg,0.0,mg,115.0,mg,0.0,g,,,,,,,,,,0,0,0,88.0,16.0,63.0,167.0,0.3772455089820359,0.5269461077844312,0.09580838323353294,0,1,0,1
"Oatmeal Raisin, Soft",0 g,0 mg,100,0 mg,0 g,1 mg,1 g,1.5 g,85 mg,9 g,18 g,3 g,0 g,0 mg,0 mg,Food Lion,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-oatmeal-raisin-soft/4oHXmYdUS26OGnPUslq8eQ,45 mg,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,1.0,mg,1.0,g,1.5,g,85.0,mg,9.0,g,18.0,g,3.0,g,0.0,mg,0.0,mg,45.0,mg,0.0,g,,,,,,,,,,0,0,0,72.0,4.0,27.0,103.0,0.2621359223300971,0.6990291262135923,0.038834951456310676,1,0,0,1
Macaroni & Cheese,0 g,250 mg,320,30 mg,2 g,2 mg,14 g,6 g,1120 mg,5 g,34 g,14 g,0 g,500 mg,0 mg,Food Lion,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-macaroni-cheese/cUDvGTHyRFaV-SYFLHB3UQ,,,,,,0.0,g,250.0,mg,30.0,mg,2.0,g,2.0,mg,14.0,g,6.0,g,1120.0,mg,5.0,g,34.0,g,14.0,g,500.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,136.0,56.0,126.0,318.0,0.39622641509433965,0.4276729559748428,0.1761006289308176,0,0,1,1
"Grilled Chicken Sandwich, frozen",0 g,40 mg,370,45 mg,2 g,3 mg,20 g,3 g,760 mg,9 g,47 g,11 g,0 g,0 mg,6 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-grilled-chicken-sandwich-frozen/vWr3U6qWS22O5pqWldEEHg,,,,,,0.0,g,40.0,mg,45.0,mg,2.0,g,3.0,mg,20.0,g,3.0,g,760.0,mg,9.0,g,47.0,g,11.0,g,0.0,mg,6.0,mg,,,0.0,g,,,,,,,,,,0,0,0,188.0,80.0,99.0,367.0,0.26975476839237056,0.5122615803814714,0.21798365122615804,1,1,0,2
Submarine Turkey & Cheese,0 g,250 mg,510,60 mg,1 g,1 mg,29 g,8 g,1850 mg,7 g,63 g,16 g,0 g,500 mg,1 mg,Food Lion,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-submarine-turkey-cheese/3a9UHYLZT-KJjF7EAEAK-A,,,,,,0.0,g,250.0,mg,60.0,mg,1.0,g,1.0,mg,29.0,g,8.0,g,1850.0,mg,7.0,g,63.0,g,16.0,g,500.0,mg,1.0,mg,,,0.0,g,,,,,,,,,,0,0,0,252.0,116.0,144.0,512.0,0.28125,0.4921875,0.2265625,1,0,0,1
"Pizza Bites, Sausage & Pepperoni Pizza, Wrapped In A Crispy, Browned Crust",0 g,7 mg,35,1 mg,0.3 g,1 mg,1 g,0.4 g,75 mg,0.3 g,4.7 g,1.5 g,0 g,17 mg,1 mg,Food Lion,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-pizza-bites-sausage-pepperoni-pizza-wrapped-in-a-crispy-browned-crust/GEyS4DnnTHOJ0OTq-TxHDQ,,,,,,0.0,g,7.0,mg,1.0,mg,0.3,g,1.0,mg,1.0,g,0.4,g,75.0,mg,0.3,g,4.7,g,1.5,g,17.0,mg,1.0,mg,,,0.0,g,,,,,,,,,,0,0,0,18.8,4.0,13.5,36.3,0.37190082644628103,0.5179063360881543,0.11019283746556474,0,1,1,2
"Granola Clusters, Chocolate &",0 g,80 mg,480,0 mg,8 g,3 mg,10 g,4 g,300 mg,30 g,80 g,16 g,0 g,0 mg,0 mg,Food Lion,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-granola-clusters-chocolate/VkbJX5pqT_24uWAUTQgvCg,,,,,,0.0,g,80.0,mg,0.0,mg,8.0,g,3.0,mg,10.0,g,4.0,g,300.0,mg,30.0,g,80.0,g,16.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,320.0,40.0,144.0,504.0,0.2857142857142857,0.6349206349206349,0.07936507936507936,1,0,0,1
Macaroni & Cheese With Cheddar Cheese Sauce,0 g,200 mg,250,15 mg,1 g,2 mg,11 g,3 g,740 mg,8 g,37 g,6 g,0 g,200 mg,1 mg,Food Lion,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-macaroni-cheese-with-cheddar-cheese-sauce/IdGCpt8QRG2m7_VPtx8wKQ,,,,,,0.0,g,200.0,mg,15.0,mg,1.0,g,2.0,mg,11.0,g,3.0,g,740.0,mg,8.0,g,37.0,g,6.0,g,200.0,mg,1.0,mg,,,0.0,g,,,,,,,,,,0,0,0,148.0,44.0,54.0,246.0,0.21951219512195122,0.6016260162601627,0.17886178861788618,0,0,1,1
Enriched Instant Grits,0 g,100 mg,100,0 mg,1 g,8 mg,2 g,0.5 g,340 mg,1 g,21 g,1 g,0 g,0 mg,0 mg,Food Lion,"Breakfast Cereals, To Be Cooked",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-enriched-instant-grits/8mArg6SOSMGtrbBI87ERfQ,,,,,,0.0,g,100.0,mg,0.0,mg,1.0,g,8.0,mg,2.0,g,0.5,g,340.0,mg,1.0,g,21.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,84.0,8.0,9.0,101.0,0.0891089108910891,0.8316831683168316,0.07920792079207921,0,0,0,0
"Instant Pudding & Pie Filling, Vanilla",0 g,0 mg,90,0 mg,0 g,0 mg,0 g,0 g,320 mg,19 g,23 g,0 g,0 g,0 mg,0 mg,Food Lion,Puddings,https://www.calorieking.com/us/en/foods/f/calories-in-puddings-instant-pudding-pie-filling-vanilla/CyJFWY_CRBS4i0sbT7h-QA,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,320.0,mg,19.0,g,23.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,92.0,0.0,0.0,92.0,0.0,1.0,0.0,0,0,0,0
"Potato Chips, Dill Pickle",0 g,0 mg,150,0 mg,1 g,1 mg,1 g,1 g,220 mg,1 g,15 g,9 g,0 g,0 mg,9 mg,Food Lion,Potato Chips,https://www.calorieking.com/us/en/foods/f/calories-in-potato-chips-potato-chips-dill-pickle/7NB6ktmAQUKlJW6nmhD7rw,260 mg,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,1.0,g,1.0,g,220.0,mg,1.0,g,15.0,g,9.0,g,0.0,mg,9.0,mg,260.0,mg,0.0,g,,,,,,,,,,0,0,0,60.0,4.0,81.0,145.0,0.5586206896551724,0.41379310344827586,0.027586206896551724,0,0,0,0
